"No.","Time","Source","Destination","Protocol","Length","Info"
"879","54.563759","10.42.0.105","10.42.0.21","TCP","54","33622  >  9999 [ACK] Seq=102 Ack=47 Win=65535 Len=0"
"880","55.227882","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"881","55.227923","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"882","56.234488","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"883","56.234516","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"884","57.238129","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"885","57.238156","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"886","57.612512","10.42.0.105","10.42.0.1","DNS","74","Standard query 0xa850 AAAA www.google.com"
"887","57.612619","10.42.0.105","10.42.0.1","DNS","89","Standard query 0x6ebd AAAA connectivitycheck.gstatic.com"
"888","57.623765","10.42.0.1","10.42.0.105","DNS","186","Standard query response 0xa850 AAAA www.google.com AAAA 2a00:1450:400c:c02::68 AAAA 2a00:1450:400c:c02::69 AAAA 2a00:1450:400c:c02::63 AAAA 2a00:1450:400c:c02::67"
"889","57.623800","10.42.0.1","10.42.0.105","DNS","117","Standard query response 0x6ebd AAAA connectivitycheck.gstatic.com AAAA 2a00:1450:400c:c0b::5e"
"890","57.674433","10.42.0.105","108.177.15.105","TCP","74","54144  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1780811145 TSecr=0 WS=1024"
"891","57.678817","10.42.0.105","74.125.206.94","TCP","74","34794  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=2601569542 TSecr=0 WS=1024"
"892","57.687286","108.177.15.105","10.42.0.105","TCP","74","443  >  54144 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=2137959528 TSecr=1780811145 WS=256"
"893","57.690928","74.125.206.94","10.42.0.105","TCP","74","80  >  34794 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=2618930240 TSecr=2601569542 WS=256"
"894","57.691241","10.42.0.105","108.177.15.105","TCP","66","54144  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=1780811164 TSecr=2137959528"
"895","57.711527","10.42.0.105","108.177.15.105","TLSv1.3","629","Client Hello"
"896","57.725919","108.177.15.105","10.42.0.105","TCP","66","443  >  54144 [ACK] Seq=1 Ack=564 Win=268288 Len=0 TSval=2137959567 TSecr=1780811169"
"897","57.725924","108.177.15.105","10.42.0.105","TLSv1.3","284","Server Hello, Change Cipher Spec, Application Data"
"898","57.728595","10.42.0.105","108.177.15.105","TCP","66","54144  >  443 [ACK] Seq=564 Ack=219 Win=67584 Len=0 TSval=1780811202 TSecr=2137959567"
"899","57.734279","10.42.0.105","108.177.15.105","TLSv1.3","130","Change Cipher Spec, Application Data"
"900","57.751020","108.177.15.105","10.42.0.105","TCP","66","443  >  54144 [ACK] Seq=219 Ack=628 Win=268288 Len=0 TSval=2137959592 TSecr=1780811208"
"901","57.753042","10.42.0.105","108.177.15.105","TLSv1.3","300","Application Data"
"902","57.764793","108.177.15.105","10.42.0.105","TCP","66","443  >  54144 [ACK] Seq=219 Ack=862 Win=268288 Len=0 TSval=2137959606 TSecr=1780811227"
"903","57.764943","108.177.15.105","10.42.0.105","TLSv1.3","855","Application Data, Application Data"
"904","57.764952","108.177.15.105","10.42.0.105","TCP","66","443  >  54144 [FIN, ACK] Seq=1008 Ack=862 Win=268288 Len=0 TSval=2137959606 TSecr=1780811227"
"905","57.769763","10.42.0.105","108.177.15.105","TCP","66","54144  >  443 [ACK] Seq=862 Ack=1009 Win=68608 Len=0 TSval=1780811242 TSecr=2137959606"
"906","57.774207","10.42.0.105","108.177.15.105","TLSv1.3","90","Application Data"
"907","57.775390","10.42.0.105","108.177.15.105","TCP","66","54144  >  443 [FIN, ACK] Seq=886 Ack=1009 Win=68608 Len=0 TSval=1780811249 TSecr=2137959606"
"908","57.785963","108.177.15.105","10.42.0.105","TCP","54","443  >  54144 [RST] Seq=1009 Win=0 Len=0"
"909","57.787118","108.177.15.105","10.42.0.105","TCP","54","443  >  54144 [RST] Seq=1009 Win=0 Len=0"
"910","57.911870","10.42.0.105","10.42.0.21","TCP","74","33638  >  9999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=347587129 TSecr=0 WS=1024"
"911","57.914146","10.42.0.21","10.42.0.105","TCP","58","9999  >  33638 [SYN, ACK] Seq=0 Ack=1 Win=1452 Len=0 MSS=1452"
"912","57.918010","10.42.0.105","10.42.0.21","TCP","54","33638  >  9999 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"913","57.918145","10.42.0.105","10.42.0.21","TPLINK-SMARTHOME/JSON","147","TCP Cmd: {""context"":{""source"":""46a4d58b-6279-432c-ae23-e115c2db8354""},""system"":{""get_sysinfo"":{}}}"
"914","57.918763","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  33638 [ACK] Seq=1 Ack=1 Win=4356 Len=0"
"915","57.919274","10.42.0.21","10.42.0.105","TCP","54","9999  >  33638 [ACK] Seq=1 Ack=94 Win=3630 Len=0"
"916","57.997247","74.125.206.94","10.42.0.105","TCP","74","[TCP Retransmission] 80  >  34794 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=2618930547 TSecr=2601569542 WS=256"
"917","58.016888","10.42.0.105","74.125.206.94","TCP","66","34794  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=2601569871 TSecr=2618930547"
"918","58.017036","10.42.0.105","74.125.206.94","HTTP","293","GET /generate_204 HTTP/1.1 "
"919","58.028776","74.125.206.94","10.42.0.105","TCP","66","80  >  34794 [ACK] Seq=1 Ack=228 Win=268800 Len=0 TSval=2618930579 TSecr=2601569871"
"920","58.028780","74.125.206.94","10.42.0.105","HTTP","212","HTTP/1.1 204 No Content "
"921","58.028782","74.125.206.94","10.42.0.105","TCP","66","80  >  34794 [FIN, ACK] Seq=147 Ack=228 Win=268800 Len=0 TSval=2618930579 TSecr=2601569871"
"922","58.030393","10.42.0.105","74.125.206.94","TCP","66","34794  >  80 [ACK] Seq=228 Ack=147 Win=67584 Len=0 TSval=2601569894 TSecr=2618930579"
"923","58.033698","10.42.0.105","74.125.206.94","TCP","66","34794  >  80 [FIN, ACK] Seq=228 Ack=148 Win=67584 Len=0 TSval=2601569895 TSecr=2618930579"
"924","58.044266","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  33638 [ACK] Seq=1 Ack=94 Win=4356 Len=0"
"925","58.045958","74.125.206.94","10.42.0.105","TCP","66","80  >  34794 [ACK] Seq=148 Ack=229 Win=268800 Len=0 TSval=2618930595 TSecr=2601569895"
"926","58.049555","10.42.0.21","10.42.0.105","TPLINK-SMARTHOME/JSON","676","TCP Rsp: {""system"":{""get_sysinfo"":{""sw_ver"":""1.5.5 Build 191125 Rel.114303"",""hw_ver"":""2.0"",""type"":""IOT.SMARTPLUGSWITCH"",""model"":""HS110(FR)"",""mac"":""74:DA:88:5D:4D:08"",""dev_name"":""Smart Wi-Fi Plug With Energy Monitoring"",""alias"":""TP-LINK_Smart Plug_4D08"",""relay_state"":1,""on_time"":30,""active_mode"":""none"",""feature"":""TIM:ENE"",""updating"":0,""icon_hash"":"""",""rssi"":-35,""led_off"":0,""longitude_i"":0,""latitude_i"":0,""hwId"":""AAA2979A05DDD4ED8509CA93007EC550"",""fwId"":""00000000000000000000000000000000"",""deviceId"":""8006782516FA66099F7279716F5670411C245CBE"",""oemId"":""CF682E9482754DDAAA09BA72423467CE"",""next_action"":{""type"":-1},""err_code"":0}}}"
"927","58.052876","10.42.0.105","10.42.0.21","TCP","54","33638  >  9999 [ACK] Seq=94 Ack=623 Win=65535 Len=0"
"928","58.052996","10.42.0.105","10.42.0.21","TCP","54","33638  >  9999 [FIN, ACK] Seq=94 Ack=623 Win=65535 Len=0"
"929","58.053836","10.42.0.21","10.42.0.105","TCP","54","[TCP Dup ACK 915#1] 9999  >  33638 [ACK] Seq=623 Ack=94 Win=4356 Len=0"
"930","58.054415","10.42.0.21","10.42.0.105","TCP","54","9999  >  33638 [ACK] Seq=623 Ack=95 Win=3630 Len=0"
"931","58.192065","10.42.0.21","10.42.0.105","TCP","54","9999  >  33638 [FIN, ACK] Seq=623 Ack=95 Win=4356 Len=0"
"932","58.192091","10.42.0.105","10.42.0.21","TCP","54","33638  >  9999 [ACK] Seq=95 Ack=624 Win=65535 Len=0"
"933","58.262523","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"934","58.262616","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"935","58.558937","10.42.0.105","10.42.0.21","TCP","74","38288  >  9999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=347587771 TSecr=0 WS=1024"
"936","58.558955","10.42.0.21","10.42.0.105","TCP","58","9999  >  38288 [SYN, ACK] Seq=0 Ack=1 Win=1452 Len=0 MSS=1452"
"937","58.559257","10.42.0.105","10.42.0.21","TCP","54","38288  >  9999 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"938","58.559806","10.42.0.105","10.42.0.21","TPLINK-SMARTHOME/JSON","160","TCP Cmd: {""context"":{""source"":""46a4d58b-6279-432c-ae23-e115c2db8354""},""system"":{""set_relay_state"":{""state"":0}}}"
"939","58.560540","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  38288 [ACK] Seq=1 Ack=1 Win=4356 Len=0"
"940","58.561222","10.42.0.21","10.42.0.105","TCP","54","9999  >  38288 [ACK] Seq=1 Ack=107 Win=3630 Len=0"
"941","58.629576","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  38288 [ACK] Seq=1 Ack=107 Win=4356 Len=0"
"942","58.632591","10.42.0.21","10.42.0.105","TPLINK-SMARTHOME/JSON","103","TCP Rsp: {""system"":{""set_relay_state"":{""err_code"":0}}}"
"943","58.637443","10.42.0.105","10.42.0.21","TCP","54","38288  >  9999 [ACK] Seq=107 Ack=50 Win=65535 Len=0"
"944","58.637567","10.42.0.105","10.42.0.21","TCP","54","38288  >  9999 [FIN, ACK] Seq=107 Ack=50 Win=65535 Len=0"
"945","58.638295","10.42.0.21","10.42.0.105","TCP","54","[TCP Dup ACK 940#1] 9999  >  38288 [ACK] Seq=50 Ack=107 Win=4356 Len=0"
"946","58.638965","10.42.0.21","10.42.0.105","TCP","54","9999  >  38288 [ACK] Seq=50 Ack=108 Win=3630 Len=0"
"947","58.704206","10.42.0.21","10.42.0.1","DNS","81","Standard query 0xcfb4 A use1-api.tplinkra.com"
"948","58.722299","10.42.0.1","10.42.0.21","DNS","177","Standard query response 0xcfb4 A use1-api.tplinkra.com A 18.208.42.230 A 3.217.132.36 A 3.224.116.117 A 52.5.251.42 A 50.17.159.198 A 35.174.54.215"
"949","58.772200","10.42.0.21","10.42.0.105","TCP","54","9999  >  38288 [FIN, ACK] Seq=50 Ack=108 Win=4356 Len=0"
"950","58.772233","10.42.0.21","18.208.42.230","TCP","58","56469  >  443 [SYN] Seq=0 Win=1452 Len=0 MSS=1452"
"951","58.773719","10.42.0.105","10.42.0.21","TCP","54","38288  >  9999 [ACK] Seq=108 Ack=51 Win=65535 Len=0"
"952","58.866188","18.208.42.230","10.42.0.21","TCP","58","443  >  56469 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1360"
"953","58.875226","10.42.0.21","18.208.42.230","TCP","54","56469  >  443 [ACK] Seq=1 Ack=1 Win=4080 Len=0"
"954","58.919261","10.42.0.21","18.208.42.230","TLSv1.2","196","Client Hello"
"955","59.013975","18.208.42.230","10.42.0.21","TLSv1.2","1414","Server Hello"
"956","59.014082","18.208.42.230","10.42.0.21","TCP","1414","443  >  56469 [ACK] Seq=1361 Ack=143 Win=65535 Len=1360 [TCP segment of a reassembled PDU]"
"957","59.014196","18.208.42.230","10.42.0.21","TCP","1414","[TCP Window Full] 443  >  56469 [ACK] Seq=2721 Ack=143 Win=65535 Len=1360 [TCP segment of a reassembled PDU]"
"958","59.018265","10.42.0.21","18.208.42.230","TCP","54","56469  >  443 [ACK] Seq=143 Ack=1361 Win=3400 Len=0"
"959","59.018655","10.42.0.21","18.208.42.230","TCP","54","56469  >  443 [ACK] Seq=143 Ack=2721 Win=3400 Len=0"
"960","59.018680","10.42.0.21","18.208.42.230","TCP","54","56469  >  443 [ACK] Seq=143 Ack=4081 Win=3400 Len=0"
"961","59.108743","18.208.42.230","10.42.0.21","TLSv1.2","1180","Certificate"
"962","59.108748","18.208.42.230","10.42.0.21","TLSv1.2","401","Server Key Exchange, Server Hello Done"
"963","59.224187","10.42.0.21","18.208.42.230","TCP","54","56469  >  443 [ACK] Seq=143 Ack=5207 Win=3400 Len=0"
"964","59.276205","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"965","59.276246","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"966","59.479146","10.42.0.21","18.208.42.230","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"967","59.479190","10.42.0.21","18.208.42.230","TCP","54","[TCP Dup ACK 966#1] 56469  >  443 [ACK] Seq=269 Ack=5554 Win=3400 Len=0"
"968","59.569676","18.208.42.230","10.42.0.21","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"969","59.575442","10.42.0.21","18.208.42.230","TCP","54","56469  >  443 [ACK] Seq=269 Ack=5605 Win=3400 Len=0"
"970","59.628682","10.42.0.21","18.208.42.230","TLSv1.2","601","Application Data"
"971","59.727565","18.208.42.230","10.42.0.21","TLSv1.2","1280","Application Data"
"972","59.727583","18.208.42.230","10.42.0.21","TLSv1.2","88","Application Data"
"973","59.744191","10.42.0.21","18.208.42.230","TCP","54","56469  >  443 [ACK] Seq=816 Ack=6831 Win=3400 Len=0"
"974","59.744234","10.42.0.21","18.208.42.230","TCP","54","56469  >  443 [ACK] Seq=816 Ack=6865 Win=3400 Len=0"
"975","59.778499","10.42.0.21","18.208.42.230","TCP","54","56469  >  443 [FIN, ACK] Seq=816 Ack=6865 Win=3400 Len=0"
"976","59.868540","18.208.42.230","10.42.0.21","TCP","54","443  >  56469 [ACK] Seq=6865 Ack=817 Win=65535 Len=0"
"977","59.868569","18.208.42.230","10.42.0.21","TCP","54","443  >  56469 [FIN, ACK] Seq=6865 Ack=817 Win=65535 Len=0"
"978","59.872370","10.42.0.21","18.208.42.230","TCP","54","56469  >  443 [ACK] Seq=817 Ack=6866 Win=3399 Len=0"
"979","60.267256","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"980","60.267294","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"981","61.285328","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"982","61.285365","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"983","61.746869","10.42.0.105","10.42.0.21","TCP","74","38298  >  9999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=347590960 TSecr=0 WS=1024"
"984","61.746909","10.42.0.21","10.42.0.105","TCP","58","9999  >  38298 [SYN, ACK] Seq=0 Ack=1 Win=1452 Len=0 MSS=1452"
"985","61.746977","10.42.0.105","10.42.0.21","TCP","54","38298  >  9999 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"986","61.746978","10.42.0.105","10.42.0.21","TPLINK-SMARTHOME/JSON","160","TCP Cmd: {""context"":{""source"":""46a4d58b-6279-432c-ae23-e115c2db8354""},""system"":{""set_relay_state"":{""state"":1}}}"
"987","61.747109","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  38298 [ACK] Seq=1 Ack=1 Win=4356 Len=0"
"988","61.747612","10.42.0.21","10.42.0.105","TCP","54","9999  >  38298 [ACK] Seq=1 Ack=107 Win=3630 Len=0"
"989","61.804957","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  38298 [ACK] Seq=1 Ack=107 Win=4356 Len=0"
"990","61.804977","10.42.0.21","10.42.0.105","TPLINK-SMARTHOME/JSON","103","TCP Rsp: {""system"":{""set_relay_state"":{""err_code"":0}}}"
"991","61.807892","10.42.0.105","10.42.0.21","TCP","54","38298  >  9999 [ACK] Seq=107 Ack=50 Win=65535 Len=0"
"992","61.808520","10.42.0.21","10.42.0.105","TCP","54","[TCP Dup ACK 988#1] 9999  >  38298 [ACK] Seq=50 Ack=107 Win=4356 Len=0"
"993","61.811866","10.42.0.105","10.42.0.21","TCP","54","38298  >  9999 [FIN, ACK] Seq=107 Ack=50 Win=65535 Len=0"
"994","61.812465","10.42.0.21","10.42.0.105","TCP","54","9999  >  38298 [ACK] Seq=50 Ack=108 Win=3630 Len=0"
"995","61.885851","10.42.0.21","18.208.42.230","TCP","58","56470  >  443 [SYN] Seq=0 Win=1452 Len=0 MSS=1452"
"996","61.947146","10.42.0.21","10.42.0.105","TCP","54","9999  >  38298 [FIN, ACK] Seq=50 Ack=108 Win=2904 Len=0"
"997","61.947166","10.42.0.105","10.42.0.21","TCP","54","38298  >  9999 [ACK] Seq=108 Ack=51 Win=65535 Len=0"
"998","61.978499","18.208.42.230","10.42.0.21","TCP","58","443  >  56470 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1360"
"999","61.982141","10.42.0.21","18.208.42.230","TCP","54","56470  >  443 [ACK] Seq=1 Ack=1 Win=4080 Len=0"
"1000","62.100315","10.42.0.21","18.208.42.230","TLSv1.2","196","Client Hello"
"1001","62.197547","18.208.42.230","10.42.0.21","TLSv1.2","1414","Server Hello"
"1002","62.197650","18.208.42.230","10.42.0.21","TCP","1414","443  >  56470 [ACK] Seq=1361 Ack=143 Win=65535 Len=1360 [TCP segment of a reassembled PDU]"
"1003","62.197765","18.208.42.230","10.42.0.21","TCP","1414","[TCP Window Full] 443  >  56470 [ACK] Seq=2721 Ack=143 Win=65535 Len=1360 [TCP segment of a reassembled PDU]"
"1004","62.201868","10.42.0.21","18.208.42.230","TCP","54","56470  >  443 [ACK] Seq=143 Ack=1361 Win=3400 Len=0"
"1005","62.202254","10.42.0.21","18.208.42.230","TCP","54","56470  >  443 [ACK] Seq=143 Ack=2721 Win=3400 Len=0"
"1006","62.202292","10.42.0.21","18.208.42.230","TCP","54","56470  >  443 [ACK] Seq=143 Ack=4081 Win=3400 Len=0"
"1007","62.256209","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"1008","62.256299","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"1009","62.292457","18.208.42.230","10.42.0.21","TLSv1.2","1180","Certificate"
"1010","62.292479","18.208.42.230","10.42.0.21","TLSv1.2","401","Server Key Exchange, Server Hello Done"
"1011","62.407743","10.42.0.21","18.208.42.230","TCP","54","56470  >  443 [ACK] Seq=143 Ack=5207 Win=3400 Len=0"
"1012","62.647940","10.42.0.21","18.208.42.230","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1013","62.647991","10.42.0.21","18.208.42.230","TCP","54","[TCP Dup ACK 1012#1] 56470  >  443 [ACK] Seq=269 Ack=5554 Win=3400 Len=0"
"1014","62.738556","18.208.42.230","10.42.0.21","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1015","62.743213","10.42.0.21","18.208.42.230","TCP","54","56470  >  443 [ACK] Seq=269 Ack=5605 Win=3400 Len=0"
"1016","62.797414","10.42.0.21","18.208.42.230","TLSv1.2","600","Application Data"
"1017","62.897458","18.208.42.230","10.42.0.21","TLSv1.2","1279","Application Data"
"1018","62.897471","18.208.42.230","10.42.0.21","TLSv1.2","88","Application Data"
"1019","62.908125","10.42.0.21","18.208.42.230","TCP","54","56470  >  443 [ACK] Seq=815 Ack=6830 Win=3400 Len=0"
"1020","62.908643","10.42.0.21","18.208.42.230","TCP","54","56470  >  443 [ACK] Seq=815 Ack=6864 Win=3400 Len=0"
"1021","62.947744","10.42.0.21","18.208.42.230","TCP","54","56470  >  443 [FIN, ACK] Seq=815 Ack=6864 Win=3400 Len=0"
"1022","63.037198","18.208.42.230","10.42.0.21","TCP","54","443  >  56470 [ACK] Seq=6864 Ack=816 Win=65535 Len=0"
"1023","63.037205","18.208.42.230","10.42.0.21","TCP","54","443  >  56470 [FIN, ACK] Seq=6864 Ack=816 Win=65535 Len=0"
"1024","63.041610","10.42.0.21","18.208.42.230","TCP","54","56470  >  443 [ACK] Seq=816 Ack=6865 Win=3399 Len=0"
"1025","63.239496","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"1026","63.239525","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"1027","63.752157","Raspberr_1c:40:40","Tp-LinkT_5d:4d:08","ARP","42","Who has 10.42.0.21? Tell 10.42.0.1"
"1028","63.757783","Tp-LinkT_5d:4d:08","Raspberr_1c:40:40","ARP","42","10.42.0.21 is at 74:da:88:5d:4d:08"
"1029","64.234422","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"1030","64.234457","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"1031","65.224126","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"1032","65.224164","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"1033","66.229485","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"1034","66.229522","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"1035","66.942258","10.42.0.105","10.42.0.21","TCP","74","38308  >  9999 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=347596151 TSecr=0 WS=1024"
"1036","66.942280","10.42.0.21","10.42.0.105","TCP","58","9999  >  38308 [SYN, ACK] Seq=0 Ack=1 Win=1452 Len=0 MSS=1452"
"1037","66.942522","10.42.0.105","10.42.0.21","TCP","54","38308  >  9999 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"1038","66.942523","10.42.0.105","10.42.0.21","TPLINK-SMARTHOME/JSON","160","TCP Cmd: {""context"":{""source"":""46a4d58b-6279-432c-ae23-e115c2db8354""},""system"":{""set_relay_state"":{""state"":0}}}"
"1039","66.942524","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  38308 [ACK] Seq=1 Ack=1 Win=2904 Len=0"
"1040","66.942991","10.42.0.21","10.42.0.105","TCP","54","9999  >  38308 [ACK] Seq=1 Ack=107 Win=2420 Len=0"
"1041","67.002136","10.42.0.21","10.42.0.105","TCP","54","[TCP Window Update] 9999  >  38308 [ACK] Seq=1 Ack=107 Win=2904 Len=0"
"1042","67.002158","10.42.0.21","10.42.0.105","TPLINK-SMARTHOME/JSON","103","TCP Rsp: {""system"":{""set_relay_state"":{""err_code"":0}}}"
"1043","67.003324","10.42.0.105","10.42.0.21","TCP","54","38308  >  9999 [ACK] Seq=107 Ack=50 Win=65535 Len=0"
"1044","67.003884","10.42.0.21","10.42.0.105","TCP","54","[TCP Dup ACK 1040#1] 9999  >  38308 [ACK] Seq=50 Ack=107 Win=2904 Len=0"
"1045","67.004129","10.42.0.105","10.42.0.21","TCP","54","38308  >  9999 [FIN, ACK] Seq=107 Ack=50 Win=65535 Len=0"
"1046","67.004917","10.42.0.21","10.42.0.105","TCP","54","9999  >  38308 [ACK] Seq=50 Ack=108 Win=2420 Len=0"
"1047","67.070240","10.42.0.21","18.208.42.230","TCP","58","56471  >  443 [SYN] Seq=0 Win=1452 Len=0 MSS=1452"
"1048","67.147694","10.42.0.21","10.42.0.105","TCP","54","9999  >  38308 [FIN, ACK] Seq=50 Ack=108 Win=2904 Len=0"
"1049","67.149689","10.42.0.105","10.42.0.21","TCP","54","38308  >  9999 [ACK] Seq=108 Ack=51 Win=65535 Len=0"
"1050","67.162245","18.208.42.230","10.42.0.21","TCP","58","443  >  56471 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1360"
"1051","67.162863","10.42.0.21","18.208.42.230","TCP","54","56471  >  443 [ACK] Seq=1 Ack=1 Win=2720 Len=0"
"1052","67.245124","::","ff02::1:ff7d:838c","ICMPv6","78","Neighbor Solicitation for fe80::c0a7:bb78:7d7d:838c"
"1053","67.245154","fe80::c0a7:bb78:7d7d:838c","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::c0a7:bb78:7d7d:838c (rtr, ovr) is at 2c:cf:67:1c:40:40"
"1054","67.295166","10.42.0.21","18.208.42.230","TLSv1.2","196","Client Hello"
"1055","67.390132","18.208.42.230","10.42.0.21","TLSv1.2","1414","Server Hello"
"1056","67.390207","18.208.42.230","10.42.0.21","TCP","1414","[TCP Window Full] 443  >  56471 [ACK] Seq=1361 Ack=143 Win=65535 Len=1360 [TCP segment of a reassembled PDU]"
"1057","67.394397","10.42.0.21","18.208.42.230","TCP","54","56471  >  443 [ACK] Seq=143 Ack=1361 Win=2266 Len=0"
"1058","67.395223","10.42.0.21","18.208.42.230","TCP","54","56471  >  443 [ACK] Seq=143 Ack=2721 Win=2266 Len=0"
"1059","67.487548","18.208.42.230","10.42.0.21","TCP","1414","443  >  56471 [ACK] Seq=2721 Ack=143 Win=65535 Len=1360 [TCP segment of a reassembled PDU]"
"1060","67.491865","10.42.0.21","18.208.42.230","TCP","54","56471  >  443 [ACK] Seq=143 Ack=4081 Win=2266 Len=0"
"1061","67.598727","18.208.42.230","10.42.0.21","TLSv1.2","1180","Certificate"
"1062","67.598737","18.208.42.230","10.42.0.21","TLSv1.2","401","Server Key Exchange, Server Hello Done"
